Identifiant,Code Postal,Présence,Adresse,Nom Officiel Commune / Arrondissement Municipal Majuscule,Automate 24-24,Mise à jour,Prix Gazole,Prix SP95,Prix SP98,Prix GPLc,Prix E10,Prix E85,Marque,Geo Point,Code officiel commune ou arrondissement
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,10.08.7184,1.725,1.785,1.815,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,10.08.7184,1.725,1.815,1.835,,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,10.08.7184,1.769,,1.919,,1.819,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,10.08.7184,1.812,,1.946,,1.836,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,10.08.7184,1.812,,1.956,,1.846,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,18.11.7184,1.715,1.805,1.825,,,,Leclerc,"48.29321, 6.93455",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,18.11.7184,1.729,,1.839,,1.759,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,18.11.7184,1.769,,1.919,,1.819,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,26.02.7185,1.673,1.759,1.777,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,26.02.7185,1.673,1.759,1.825,,,,Leclerc,"48.29321, 6.93455",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,26.02.7185,1.729,,1.849,,1.769,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,26.02.7185,1.829,,1.979,,1.879,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,26.02.7185,1.847,,1.986,,1.876,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,26.02.7185,1.872,,1.956,,1.906,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,26.02.7185,1.872,,1.999,,1.906,,Total Energies,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,06.06.7185,1.749,,1.879,0.859,1.809,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,06.06.7185,1.829,,1.979,,1.879,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,14.09.7185,1.829,,1.979,,1.879,,Eni France,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,23.12.7185,1.749,,1.849,,1.769,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,23.12.7185,1.749,,1.869,,1.799,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,23.12.7185,1.755,1.825,1.855,,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.12.7185,1.829,,1.979,,1.879,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,02.04.7186,1.799,1.845,1.875,,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,02.04.7186,1.829,,1.979,,1.879,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,02.04.7186,1.852,,1.986,,1.876,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,02.04.7186,1.852,,1.994,,1.884,,Total Energies,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.07.7186,1.789,,1.869,,1.799,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.07.7186,1.789,,1.869,,1.809,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.07.7186,1.789,,1.879,,1.809,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,11.07.7186,1.849,,1.979,,1.879,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,11.07.7186,1.917,,1.994,,1.884,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,11.07.7186,1.917,,2.044,,1.934,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.10.7186,1.899,,1.999,,1.929,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.10.7186,1.915,1.935,1.875,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.10.7186,1.915,1.935,1.955,,,,Leclerc,"48.29321, 6.93455",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.10.7186,1.915,,1.879,,1.885,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.10.7186,1.915,,1.955,,1.885,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.01.7187,1.855,,1.95,0.859,1.869,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.01.7187,1.867,1.875,1.902,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.01.7187,1.867,1.875,1.955,,,,Leclerc,"48.29321, 6.93455",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.01.7187,1.895,,1.907,,1.812,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.01.7187,1.895,,1.907,,1.812,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.01.7187,1.895,,1.955,,1.885,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.01.7187,1.895,,1.955,,1.885,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.01.7187,1.959,,1.999,,1.939,,Eni France,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,07.05.7187,1.952,,1.964,,1.867,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,07.05.7187,2.019,,2.069,,1.999,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,15.08.7187,2.019,,2.069,,1.999,,Eni France,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,23.11.7187,1.899,,1.95,0.859,1.869,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,23.11.7187,1.899,,1.96,0.929,1.885,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,23.11.7187,1.995,1.965,2.005,,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.11.7187,1.999,,2.044,,1.967,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.11.7187,1.999,,2.077,,1.967,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.11.7187,2.019,,2.069,,1.999,,Eni France,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,02.03.7188,1.999,,1.96,0.929,1.885,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,02.03.7188,1.999,,1.96,0.929,1.999,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,02.03.7188,1.999,,2.059,0.929,1.999,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.099,,1.964,,1.867,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.099,,2.119,,2.029,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,02.03.7188,2.099,,2.149,,2.059,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.119,,2.077,,1.967,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.119,,2.177,,2.067,,Total Energies,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.189,,2.119,,2.029,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.189,,2.119,,2.059,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.189,,2.149,,2.059,0.749,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.189,,2.149,,2.059,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.229,1.965,2.005,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,02.03.7188,2.229,2.099,2.119,,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,10.06.7188,2.109,,2.059,0.929,1.999,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,10.06.7188,2.109,,2.109,0.929,2.049,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,10.06.7188,2.219,,2.149,,2.059,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,10.06.7188,2.219,,2.149,,2.059,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,10.06.7188,2.239,,2.249,,2.159,,Eni France,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,18.09.7188,2.219,,2.109,0.929,2.049,0.749,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,18.09.7188,2.219,,2.109,0.929,2.129,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,18.09.7188,2.219,,2.219,0.929,2.129,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,18.09.7188,2.239,,2.249,,2.159,,Eni France,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,18.09.7188,2.259,,2.149,,2.129,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,18.09.7188,2.259,,2.219,,2.129,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,18.09.7188,2.309,,2.177,,2.067,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,18.09.7188,2.309,,2.277,,2.167,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,18.09.7188,2.459,2.099,2.119,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,18.09.7188,2.459,2.145,2.175,,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.049,,2.097,,1.987,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.049,,2.217,,2.107,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.115,2.075,2.095,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.115,2.145,2.175,,,,Leclerc,"48.29321, 6.93455",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.219,,2.219,,2.129,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.229,,2.217,,2.107,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.12.7188,2.229,,2.277,,2.107,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.12.7188,2.299,,2.249,,2.159,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,06.04.7189,1.995,1.999,2.095,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,06.04.7189,1.995,1.999,2.095,,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,06.04.7189,2.269,,2.249,,2.159,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,15.07.7189,2.269,,2.249,,2.159,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.10.7189,2.049,,2.097,,1.987,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.10.7189,2.049,,2.097,,1.987,,Total Energies,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,23.10.7189,2.099,,2.099,,2.079,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,23.10.7189,2.099,,2.099,,2.079,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,23.10.7189,2.145,,2.135,0.929,2.079,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,23.10.7189,2.145,,2.219,0.929,2.129,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.10.7189,2.269,,2.249,,2.159,,Eni France,,
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,23.10.7189,,,2.099,,,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,31.01.7190,1.965,1.989,2.09,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,31.01.7190,1.965,1.989,2.09,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,31.01.7190,1.965,1.999,2.095,,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,31.01.7190,1.965,,,,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,31.01.7190,2.099,,2.099,0.929,2.022,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,31.01.7190,2.099,,2.135,0.929,2.079,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,31.01.7190,2.099,,,0.929,,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,31.01.7190,2.169,,2.189,,2.099,,Eni France,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,31.01.7190,,,2.099,0.929,2.022,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,1.945,1.965,1.995,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,1.945,1.965,1.995,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,11.05.7190,1.969,,2.099,0.929,2.022,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,1.999,,2.099,,2.029,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,1.999,,2.099,,2.029,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,1.999,,2.099,,2.079,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,1.999,,2.099,,,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,11.05.7190,2.069,,2.149,,2.049,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,11.05.7190,,1.965,1.995,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.08.7190,2.019,,2.087,,1.977,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.08.7190,2.019,,2.099,,1.999,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.08.7190,2.019,,,,,,Total Energies,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.11.7190,1.949,,1.999,0.929,1.999,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.11.7190,1.949,,1.999,0.929,,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.11.7190,2.019,,2.099,,1.999,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.11.7190,2.079,,2.117,,2.007,,Total Energies,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,07.03.7191,1.949,,1.999,0.929,1.959,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,07.03.7191,1.969,1.965,1.995,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,07.03.7191,2.019,,2.099,,1.999,,Eni France,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,15.06.7191,2.019,,2.099,,1.999,,Eni France,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,23.09.7191,1.989,1.965,1.995,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,23.09.7191,2.019,,2.099,,1.999,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.09.7191,2.109,,2.117,,2.007,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,23.09.7191,,,2.117,,2.007,,Total Energies,,
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,01.01.7192,2.019,,2.099,,1.999,,Eni France,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,01.01.7192,2.029,,2.045,0.929,1.959,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,01.01.7192,2.089,1.965,1.995,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,01.01.7192,2.089,,,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,01.01.7192,,,2.045,0.929,1.959,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,01.01.7192,,,2.045,0.929,,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,01.01.7192,,,2.117,,2.007,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,10.04.7192,2.089,2.029,2.045,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,10.04.7192,2.089,,2.099,,1.999,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,10.04.7192,,,2.117,,2.007,,Total Energies,,
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,19.07.7192,2.039,,2.045,0.929,1.959,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,2.069,,2.049,,1.969,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,2.089,1.999,2.05,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,2.089,1.999,,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,19.07.7192,2.149,,2.139,,2.039,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,2.244,,2.147,,2.037,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,2.244,,,,,,Total Energies,,
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,,1.999,2.05,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,,1.999,,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,19.07.7192,,,2.049,,1.969,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100006,88100,R,183 Rue Ernest Charlier,SAINTE-MARGUERITE,Non,27.10.7192,2.089,,2.045,0.929,1.969,0.899,CORA,"48.2718645613, 6.96963902125",88424
88100005,88100,R,116 Rue d'Alsace,SAINT-DIÉ-DES-VOSGES,Non,27.10.7192,2.129,,2.049,,1.969,0.899,Intermarché,"48.2781482523, 6.96070519556",88413
88100004,88100,R,5 Rue Marcel Mauss,SAINT-DIÉ-DES-VOSGES,Non,27.10.7192,2.155,1.999,2.05,0.859,,,Leclerc,"48.29321, 6.93455",88413
88100008,88100,R,4 AVENUE DE VERDUN,SAINT-DIE-DES-VOSGES,Oui,27.10.7192,2.229,,2.169,,2.069,,Eni France,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.10.7192,2.244,,2.147,,2.037,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.10.7192,2.244,,2.147,,2.037,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.10.7192,2.244,,,,,,Total Energies,,
88100007,88100,R,18 Rue d'Épinal,SAINT-DIÉ-DES-VOSGES,Non,27.10.7192,2.244,,,,,,Total Energies,,
